x B1 B2 B3 B4 B5 B6 B7 B8 knots
0.21922 0 0.12309 0.65788 0.21889 0.0001479 0 0 0 0
0.22022 0 0.12105 0.65696 0.22181 0.00017223 0 0 0 0
0.22122 0 0.11904 0.65601 0.22475 0.0001991 0 0 0 0
0.22222 0 0.11706 0.65501 0.22771 0.00022862 0 0 0 0
0.22322 0 0.11509 0.65397 0.23068 0.00026093 0 0 0 0
0.22422 0 0.11315 0.65288 0.23367 0.00029615 0 0 0 0
0.22523 0 0.11122 0.65176 0.23668 0.0003344 0 0 0 0
0.22623 0 0.10932 0.6506 0.2397 0.00037581 0 0 0 0
0.22723 0 0.10744 0.6494 0.24274 0.0004205 0 0 0 0
0.22823 0 0.10559 0.64815 0.24579 0.00046861 0 0 0 0
0.22923 0 0.10375 0.64687 0.24886 0.00052025 0 0 0 0
0.23023 0 0.10194 0.64555 0.25194 0.00057555 0 0 0 0
0.23123 0 0.10015 0.64419 0.25503 0.00063464 0 0 0 0
0.23223 0 0.098375 0.64279 0.25814 0.00069764 0 0 0 0
0.23323 0 0.096625 0.64135 0.26126 0.00076467 0 0 0 0
0.23423 0 0.094895 0.63987 0.26439 0.00083587 0 0 0 0
0.23524 0 0.093186 0.63836 0.26754 0.00091136 0 0 0 0
0.23624 0 0.091498 0.63681 0.2707 0.00099126 0 0 0 0
0.23724 0 0.089831 0.63523 0.27387 0.0010757 0 0 0 0
0.23824 0 0.088183 0.63361 0.27704 0.0011648 0 0 0 0
0.23924 0 0.086556 0.63195 0.28024 0.0012587 0 0 0 0
0.24024 0 0.08495 0.63026 0.28344 0.0013575 0 0 0 0
0.24124 0 0.083363 0.62853 0.28665 0.0014613 0 0 0 0
0.24224 0 0.081796 0.62677 0.28987 0.0015704 0 0 0 0
0.24324 0 0.080249 0.62497 0.2931 0.0016847 0 0 0 0
0.24424 0 0.078721 0.62314 0.29633 0.0018044 0 0 0 0
0.24525 0 0.077213 0.62128 0.29958 0.0019296 0 0 0 0
0.24625 0 0.075724 0.61938 0.30283 0.0020606 0 0 0 0
0.24725 0 0.074255 0.61745 0.3061 0.0021973 0 0 0 0
0.24825 0 0.072805 0.61549 0.30937 0.0023399 0 0 0 0
0.24925 0 0.071374 0.6135 0.31264 0.0024886 0 0 0 0
0.25025 0 0.069961 0.61147 0.31593 0.0026435 0 0 0 0
0.25125 0 0.068568 0.60941 0.31921 0.0028046 0 0 0 0
0.25225 0 0.067193 0.60733 0.32251 0.0029722 0 0 0 0
0.25325 0 0.065836 0.60521 0.32581 0.0031463 0 0 0 0
0.25425 0 0.064498 0.60306 0.32912 0.0033271 0 0 0 0
0.25526 0 0.063178 0.60088 0.33243 0.0035146 0 0 0 0
0.25626 0 0.061876 0.59867 0.33574 0.0037091 0 0 0 0
0.25726 0 0.060593 0.59644 0.33906 0.0039107 0 0 0 0
0.25826 0 0.059327 0.59417 0.34238 0.0041194 0 0 0 0
0.25926 0 0.058079 0.59188 0.3457 0.0043354 0 0 0 0
0.26026 0 0.056848 0.58956 0.34903 0.0045588 0 0 0 0
0.26126 0 0.055635 0.58721 0.35236 0.0047898 0 0 0 0
0.26226 0 0.05444 0.58484 0.35569 0.0050284 0 0 0 0
0.26326 0 0.053262 0.58244 0.35903 0.0052749 0 0 0 0
0.26426 0 0.0521 0.58001 0.36236 0.0055293 0 0 0 0
0.26527 0 0.050956 0.57755 0.3657 0.0057917 0 0 0 0
0.26627 0 0.049829 0.57507 0.36904 0.0060623 0 0 0 0
0.26727 0 0.048718 0.57257 0.37237 0.0063412 0 0 0 0
0.26827 0 0.047624 0.57004 0.37571 0.0066285 0 0 0 0
0.26927 0 0.046547 0.56748 0.37904 0.0069244 0 0 0 0
0.27027 0 0.045486 0.56491 0.38238 0.0072289 0 0 0 0
0.27127 0 0.044441 0.5623 0.38571 0.0075423 0 0 0 0
0.27227 0 0.043412 0.55968 0.38904 0.0078646 0 0 0 0
0.27327 0 0.0424 0.55703 0.39237 0.0081959 0 0 0 0
0.27427 0 0.041403 0.55436 0.3957 0.0085364 0 0 0 0
0.27528 0 0.040422 0.55167 0.39903 0.0088862 0 0 0 0
0.27628 0 0.039456 0.54895 0.40235 0.0092454 0 0 0 0
0.27728 0 0.038506 0.54621 0.40566 0.0096142 0 0 0 0
0.27828 0 0.037572 0.54346 0.40898 0.0099927 0 0 0 0
0.27928 0 0.036653 0.54068 0.41229 0.010381 0 0 0 0
0.28028 0 0.035748 0.53788 0.41559 0.010779 0 0 0 0
0.28128 0 0.034859 0.53506 0.41889 0.011187 0 0 0 0
0.28228 0 0.033985 0.53222 0.42218 0.011606 0 0 0 0
0.28328 0 0.033125 0.52937 0.42547 0.012035 0 0 0 0
0.28428 0 0.03228 0.52649 0.42875 0.012474 0 0 0 0
0.28529 0 0.03145 0.5236 0.43203 0.012924 0 0 0 0
0.28629 0 0.030634 0.52069 0.4353 0.013384 0 0 0 0
0.28729 0 0.029832 0.51776 0.43856 0.013855 0 0 0 0
0.28829 0 0.029044 0.51481 0.44181 0.014337 0 0 0 0
0.28929 0 0.02827 0.51184 0.44506 0.014831 0 0 0 0
0.29029 0 0.02751 0.50886 0.44829 0.015335 0 0 0 0
0.29129 0 0.026764 0.50587 0.45152 0.015851 0 0 0 0
0.29229 0 0.026031 0.50285 0.45474 0.016378 0 0 0 0
0.29329 0 0.025312 0.49983 0.45795 0.016916 0 0 0 0
0.29429 0 0.024607 0.49678 0.46114 0.017467 0 0 0 0
0.2953 0 0.023914 0.49372 0.46433 0.018029 0 0 0 0
0.2963 0 0.023235 0.49065 0.46751 0.018603 0 0 0 0
0.2973 0 0.022569 0.48757 0.47068 0.019189 0 0 0 0
0.2983 0 0.021915 0.48447 0.47383 0.019788 0 0 0 0
0.2993 0 0.021274 0.48135 0.47697 0.020398 0 0 0 0
0.3003 0 0.020646 0.47823 0.4801 0.021022 0 0 0 0
0.3013 0 0.020031 0.47509 0.48322 0.021657 0 0 0 0
0.3023 0 0.019427 0.47194 0.48633 0.022306 0 0 0 0
0.3033 0 0.018836 0.46878 0.48942 0.022967 0 0 0 0
0.3043 0 0.018257 0.4656 0.4925 0.023641 0 0 0 0
0.30531 0 0.01769 0.46242 0.49556 0.024328 0 0 0 0
0.30631 0 0.017135 0.45923 0.49861 0.025029 0 0 0 0
0.30731 0 0.016592 0.45602 0.50164 0.025742 0 0 0 0
0.30831 0 0.01606 0.45281 0.50466 0.026469 0 0 0 0
0.30931 0 0.01554 0.44958 0.50767 0.02721 0 0 0 0
0.31031 0 0.015031 0.44635 0.51065 0.027965 0 0 0 0
0.31131 0 0.014533 0.44311 0.51362 0.028733 0 0 0 0
0.31231 0 0.014047 0.43986 0.51658 0.029515 0 0 0 0
0.31331 0 0.013571 0.4366 0.51952 0.030311 0 0 0 0
0.31431 0 0.013106 0.43334 0.52243 0.031122 0 0 0 0
0.31532 0 0.012652 0.43006 0.52534 0.031946 0 0 0 0
0.31632 0 0.012209 0.42679 0.52822 0.032785 0 0 0 0
0.31732 0 0.011776 0.4235 0.53108 0.033639 0 0 0 0
0.31832 0 0.011354 0.42021 0.53393 0.034508 0 0 0 0
0.31932 0 0.010941 0.41691 0.53676 0.035391 0 0 0 0
0.32032 0 0.010539 0.41361 0.53956 0.036289 0 0 0 0
0.32132 0 0.010147 0.4103 0.54235 0.037202 0 0 0 0
0.32232 0 0.0097644 0.40699 0.54511 0.038131 0 0 0 0
0.32332 0 0.0093918 0.40367 0.54786 0.039075 0 0 0 0
0.32432 0 0.0090288 0.40035 0.55058 0.040034 0 0 0 0
0.32533 0 0.0086752 0.39703 0.55328 0.041009 0 0 0 0
0.32633 0 0.008331 0.39371 0.55596 0.041999 0 0 0 0
0.32733 0 0.007996 0.39038 0.55862 0.043005 0 0 0 0
0.32833 0 0.0076701 0.38705 0.56126 0.044028 0 0 0 0
0.32933 0 0.0073532 0.38371 0.56387 0.045066 0 0 0 0
0.33033 0 0.0070451 0.38038 0.56646 0.046121 0 0 0 0
0.33133 0 0.0067458 0.37704 0.56902 0.047192 0 0 0 0
0.33233 0 0.0064551 0.37371 0.57156 0.048279 0 0 0 0
0.33333 0 0.0061728 0.37037 0.57407 0.049383 0 0 0 0
0.33433 0 0.0058989 0.36703 0.57656 0.050503 0 0 0 0
0.33534 0 0.0056333 0.3637 0.57903 0.051641 0 0 0 0
0.33634 0 0.0053757 0.36036 0.58147 0.052795 0 0 0 0
